Day,Campaign status,Campaign,Budget,Currency code,Cost,Impr.,Clicks,Campaign ID
2026-03-16,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-17,Enabled,Brand Search,40.00,USD,40.08,835,43,11100000001
2026-03-17,Enabled,Shopping - All,120.00,USD,130.73,8720,191,11100000002
2026-03-17,Enabled,Performance Max,85.00,USD,79.14,12119,155,11100000003
2026-03-17,Enabled,Display Remarketing,25.00,USD,25.59,32157,132,11100000004
2026-03-17,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-18,Enabled,Brand Search,40.00,USD,43.25,744,43,11100000001
2026-03-18,Enabled,Shopping - All,120.00,USD,127.64,9826,224,11100000002
2026-03-18,Enabled,Performance Max,85.00,USD,87.33,12535,186,11100000003
2026-03-18,Enabled,Display Remarketing,25.00,USD,24.55,25637,109,11100000004
2026-03-18,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-19,Enabled,Brand Search,40.00,USD,38.43,731,39,11100000001
2026-03-19,Enabled,Shopping - All,120.00,USD,114.05,7632,166,11100000002
2026-03-19,Enabled,Performance Max,85.00,USD,88.85,11893,173,11100000003
2026-03-19,Enabled,Display Remarketing,25.00,USD,23.76,30288,120,11100000004
2026-03-19,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-20,Enabled,Brand Search,40.00,USD,36.95,605,34,11100000001
2026-03-20,Enabled,Shopping - All,120.00,USD,122.52,8876,203,11100000002
2026-03-20,Enabled,Performance Max,85.00,USD,80.22,12204,174,11100000003
2026-03-20,Enabled,Display Remarketing,25.00,USD,24.19,30265,111,11100000004
2026-03-20,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-21,Enabled,Brand Search,40.00,USD,28.07,495,28,11100000001
2026-03-21,Enabled,Shopping - All,120.00,USD,86.02,7800,149,11100000002
2026-03-21,Enabled,Performance Max,85.00,USD,60.29,8813,118,11100000003
2026-03-21,Enabled,Display Remarketing,25.00,USD,17.15,19986,74,11100000004
2026-03-21,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-22,Enabled,Brand Search,40.00,USD,28.76,553,31,11100000001
2026-03-22,Enabled,Shopping - All,120.00,USD,94.22,6705,151,11100000002
2026-03-22,Enabled,Performance Max,85.00,USD,56.09,8666,118,11100000003
2026-03-22,Enabled,Display Remarketing,25.00,USD,19.73,22025,86,11100000004
2026-03-22,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-23,Enabled,Brand Search,40.00,USD,39.57,676,40,11100000001
2026-03-23,Enabled,Shopping - All,120.00,USD,116.59,9766,189,11100000002
2026-03-23,Enabled,Performance Max,85.00,USD,79.61,12580,166,11100000003
2026-03-23,Enabled,Display Remarketing,25.00,USD,27.72,28685,124,11100000004
2026-03-23,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-24,Enabled,Brand Search,40.00,USD,44.22,870,48,11100000001
2026-03-24,Enabled,Shopping - All,120.00,USD,111.20,9078,195,11100000002
2026-03-24,Enabled,Performance Max,85.00,USD,93.31,15137,199,11100000003
2026-03-24,Enabled,Display Remarketing,25.00,USD,23.70,28096,119,11100000004
2026-03-24,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-25,Enabled,Brand Search,40.00,USD,39.94,833,43,11100000001
2026-03-25,Enabled,Shopping - All,120.00,USD,114.48,8120,174,11100000002
2026-03-25,Enabled,Performance Max,85.00,USD,86.82,11690,177,11100000003
2026-03-25,Enabled,Display Remarketing,25.00,USD,24.17,32384,120,11100000004
2026-03-25,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-26,Enabled,Brand Search,40.00,USD,37.07,726,38,11100000001
2026-03-26,Enabled,Shopping - All,120.00,USD,111.13,8400,191,11100000002
2026-03-26,Enabled,Performance Max,85.00,USD,88.34,13623,186,11100000003
2026-03-26,Enabled,Display Remarketing,25.00,USD,24.50,29225,115,11100000004
2026-03-26,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-27,Enabled,Brand Search,40.00,USD,40.22,756,42,11100000001
2026-03-27,Enabled,Shopping - All,120.00,USD,120.97,8629,177,11100000002
2026-03-27,Enabled,Performance Max,85.00,USD,86.57,12858,171,11100000003
2026-03-27,Enabled,Display Remarketing,25.00,USD,26.93,29715,127,11100000004
2026-03-27,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-28,Enabled,Brand Search,40.00,USD,29.28,454,27,11100000001
2026-03-28,Enabled,Shopping - All,120.00,USD,87.08,6072,129,11100000002
2026-03-28,Enabled,Performance Max,85.00,USD,62.67,8732,119,11100000003
2026-03-28,Enabled,Display Remarketing,25.00,USD,16.87,22166,84,11100000004
2026-03-28,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-29,Enabled,Brand Search,40.00,USD,29.54,491,27,11100000001
2026-03-29,Enabled,Shopping - All,120.00,USD,86.28,6711,152,11100000002
2026-03-29,Enabled,Performance Max,85.00,USD,67.05,11511,154,11100000003
2026-03-29,Enabled,Display Remarketing,25.00,USD,19.57,23846,87,11100000004
2026-03-29,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-30,Enabled,Brand Search,40.00,USD,40.92,886,45,11100000001
2026-03-30,Enabled,Shopping - All,120.00,USD,114.81,10137,196,11100000002
2026-03-30,Enabled,Performance Max,85.00,USD,79.61,12089,161,11100000003
2026-03-30,Enabled,Display Remarketing,25.00,USD,23.89,29366,123,11100000004
2026-03-30,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-03-31,Enabled,Brand Search,40.00,USD,43.60,728,40,11100000001
2026-03-31,Enabled,Shopping - All,120.00,USD,133.35,9208,203,11100000002
2026-03-31,Enabled,Performance Max,85.00,USD,87.32,11342,175,11100000003
2026-03-31,Enabled,Display Remarketing,25.00,USD,24.04,29085,107,11100000004
2026-03-31,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-01,Enabled,Brand Search,40.00,USD,42.56,781,46,11100000001
2026-04-01,Enabled,Shopping - All,120.00,USD,130.23,9295,194,11100000002
2026-04-01,Enabled,Performance Max,85.00,USD,89.68,13970,182,11100000003
2026-04-01,Enabled,Display Remarketing,25.00,USD,25.97,33910,126,11100000004
2026-04-01,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-02,Enabled,Brand Search,40.00,USD,37.93,783,42,11100000001
2026-04-02,Enabled,Shopping - All,120.00,USD,120.87,9393,207,11100000002
2026-04-02,Enabled,Performance Max,85.00,USD,95.93,14095,203,11100000003
2026-04-02,Enabled,Display Remarketing,25.00,USD,27.07,29697,127,11100000004
2026-04-02,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-03,Enabled,Brand Search,40.00,USD,43.19,754,39,11100000001
2026-04-03,Enabled,Shopping - All,120.00,USD,117.59,10185,195,11100000002
2026-04-03,Enabled,Performance Max,85.00,USD,89.05,13200,192,11100000003
2026-04-03,Enabled,Display Remarketing,25.00,USD,23.22,23247,100,11100000004
2026-04-03,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-04,Enabled,Brand Search,40.00,USD,30.39,547,30,11100000001
2026-04-04,Enabled,Shopping - All,120.00,USD,96.09,6483,144,11100000002
2026-04-04,Enabled,Performance Max,85.00,USD,65.04,7912,123,11100000003
2026-04-04,Enabled,Display Remarketing,25.00,USD,18.03,19186,79,11100000004
2026-04-04,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-05,Enabled,Brand Search,40.00,USD,28.12,537,29,11100000001
2026-04-05,Enabled,Shopping - All,120.00,USD,84.02,6586,139,11100000002
2026-04-05,Enabled,Performance Max,85.00,USD,58.64,9013,133,11100000003
2026-04-05,Enabled,Display Remarketing,25.00,USD,17.30,19525,76,11100000004
2026-04-05,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-06,Enabled,Brand Search,40.00,USD,44.41,838,47,11100000001
2026-04-06,Enabled,Shopping - All,120.00,USD,118.32,8428,172,11100000002
2026-04-06,Enabled,Performance Max,85.00,USD,88.99,13232,180,11100000003
2026-04-06,Enabled,Display Remarketing,25.00,USD,25.57,34541,132,11100000004
2026-04-06,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-07,Enabled,Brand Search,40.00,USD,39.36,711,43,11100000001
2026-04-07,Enabled,Shopping - All,120.00,USD,125.04,8934,198,11100000002
2026-04-07,Enabled,Performance Max,85.00,USD,80.34,11410,177,11100000003
2026-04-07,Enabled,Display Remarketing,25.00,USD,26.15,31567,136,11100000004
2026-04-07,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-08,Enabled,Brand Search,40.00,USD,39.01,728,40,11100000001
2026-04-08,Enabled,Shopping - All,120.00,USD,127.92,9750,219,11100000002
2026-04-08,Enabled,Performance Max,85.00,USD,84.82,11046,170,11100000003
2026-04-08,Enabled,Display Remarketing,25.00,USD,27.92,36508,140,11100000004
2026-04-08,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-09,Enabled,Brand Search,40.00,USD,37.48,763,40,11100000001
2026-04-09,Enabled,Shopping - All,120.00,USD,123.74,9858,209,11100000002
2026-04-09,Enabled,Performance Max,85.00,USD,83.47,10817,160,11100000003
2026-04-09,Enabled,Display Remarketing,25.00,USD,23.59,28611,109,11100000004
2026-04-09,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-10,Enabled,Brand Search,40.00,USD,43.19,872,46,11100000001
2026-04-10,Enabled,Shopping - All,120.00,USD,118.99,9120,194,11100000002
2026-04-10,Enabled,Performance Max,85.00,USD,93.41,13343,196,11100000003
2026-04-10,Enabled,Display Remarketing,25.00,USD,26.72,32783,139,11100000004
2026-04-10,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-11,Enabled,Brand Search,40.00,USD,32.24,502,29,11100000001
2026-04-11,Enabled,Shopping - All,120.00,USD,85.25,7467,144,11100000002
2026-04-11,Enabled,Performance Max,85.00,USD,66.81,10299,134,11100000003
2026-04-11,Enabled,Display Remarketing,25.00,USD,18.10,22171,82,11100000004
2026-04-11,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-12,Enabled,Brand Search,40.00,USD,30.80,601,32,11100000001
2026-04-12,Enabled,Shopping - All,120.00,USD,98.60,8035,158,11100000002
2026-04-12,Enabled,Performance Max,85.00,USD,66.29,10439,148,11100000003
2026-04-12,Enabled,Display Remarketing,25.00,USD,19.60,22837,95,11100000004
2026-04-12,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-13,Enabled,Brand Search,40.00,USD,39.37,666,40,11100000001
2026-04-13,Enabled,Shopping - All,120.00,USD,135.43,8752,203,11100000002
2026-04-13,Enabled,Performance Max,85.00,USD,81.82,12804,185,11100000003
2026-04-13,Enabled,Display Remarketing,25.00,USD,24.25,23844,105,11100000004
2026-04-13,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-14,Enabled,Brand Search,40.00,USD,43.40,850,45,11100000001
2026-04-14,Enabled,Shopping - All,120.00,USD,131.29,9357,193,11100000002
2026-04-14,Enabled,Performance Max,85.00,USD,86.44,14591,192,11100000003
2026-04-14,Enabled,Display Remarketing,25.00,USD,28.15,32744,122,11100000004
2026-04-14,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-15,Enabled,Brand Search,40.00,USD,45.29,821,49,11100000001
2026-04-15,Enabled,Shopping - All,120.00,USD,118.27,7601,176,11100000002
2026-04-15,Enabled,Performance Max,85.00,USD,95.07,15403,210,11100000003
2026-04-15,Enabled,Display Remarketing,25.00,USD,27.84,32554,136,11100000004
2026-04-15,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-16,Enabled,Brand Search,40.00,USD,38.60,669,35,11100000001
2026-04-16,Enabled,Shopping - All,120.00,USD,118.41,8628,184,11100000002
2026-04-16,Enabled,Performance Max,85.00,USD,80.63,10932,160,11100000003
2026-04-16,Enabled,Display Remarketing,25.00,USD,27.31,30612,127,11100000004
2026-04-16,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-17,Enabled,Brand Search,40.00,USD,45.82,895,46,11100000001
2026-04-17,Enabled,Shopping - All,120.00,USD,128.85,8796,188,11100000002
2026-04-17,Enabled,Performance Max,85.00,USD,88.06,13363,193,11100000003
2026-04-17,Enabled,Display Remarketing,25.00,USD,27.29,30894,131,11100000004
2026-04-17,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-18,Enabled,Brand Search,40.00,USD,32.43,580,30,11100000001
2026-04-18,Enabled,Shopping - All,120.00,USD,84.85,5508,123,11100000002
2026-04-18,Enabled,Performance Max,85.00,USD,67.63,9910,154,11100000003
2026-04-18,Enabled,Display Remarketing,25.00,USD,18.88,23835,90,11100000004
2026-04-18,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-19,Enabled,Brand Search,40.00,USD,28.41,494,28,11100000001
2026-04-19,Enabled,Shopping - All,120.00,USD,96.86,7725,149,11100000002
2026-04-19,Enabled,Performance Max,85.00,USD,61.63,8988,121,11100000003
2026-04-19,Enabled,Display Remarketing,25.00,USD,18.93,21317,83,11100000004
2026-04-19,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-20,Enabled,Brand Search,40.00,USD,38.64,775,41,11100000001
2026-04-20,Enabled,Shopping - All,120.00,USD,133.57,10220,221,11100000002
2026-04-20,Enabled,Performance Max,85.00,USD,87.78,13784,179,11100000003
2026-04-20,Enabled,Display Remarketing,25.00,USD,24.18,28056,124,11100000004
2026-04-20,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-21,Enabled,Brand Search,40.00,USD,39.74,746,38,11100000001
2026-04-21,Enabled,Shopping - All,120.00,USD,126.59,10204,199,11100000002
2026-04-21,Enabled,Performance Max,85.00,USD,84.92,12651,176,11100000003
2026-04-21,Enabled,Display Remarketing,25.00,USD,27.69,35767,139,11100000004
2026-04-21,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-22,Enabled,Brand Search,40.00,USD,40.98,677,40,11100000001
2026-04-22,Enabled,Shopping - All,120.00,USD,135.33,11233,225,11100000002
2026-04-22,Enabled,Performance Max,85.00,USD,83.90,13033,173,11100000003
2026-04-22,Enabled,Display Remarketing,25.00,USD,26.81,29276,118,11100000004
2026-04-22,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-23,Enabled,Brand Search,40.00,USD,45.52,734,43,11100000001
2026-04-23,Enabled,Shopping - All,120.00,USD,121.91,10433,205,11100000002
2026-04-23,Enabled,Performance Max,85.00,USD,83.74,10987,162,11100000003
2026-04-23,Enabled,Display Remarketing,25.00,USD,25.53,28432,122,11100000004
2026-04-23,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-24,Enabled,Brand Search,40.00,USD,40.91,757,38,11100000001
2026-04-24,Enabled,Shopping - All,120.00,USD,132.80,10248,197,11100000002
2026-04-24,Enabled,Performance Max,85.00,USD,82.91,13240,169,11100000003
2026-04-24,Enabled,Display Remarketing,25.00,USD,28.01,34544,140,11100000004
2026-04-24,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-25,Enabled,Brand Search,40.00,USD,28.70,486,29,11100000001
2026-04-25,Enabled,Shopping - All,120.00,USD,86.28,5873,136,11100000002
2026-04-25,Enabled,Performance Max,85.00,USD,63.59,10387,140,11100000003
2026-04-25,Enabled,Display Remarketing,25.00,USD,19.08,23079,93,11100000004
2026-04-25,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-26,Enabled,Brand Search,40.00,USD,28.41,517,29,11100000001
2026-04-26,Enabled,Shopping - All,120.00,USD,96.09,7888,168,11100000002
2026-04-26,Enabled,Performance Max,85.00,USD,65.92,10124,144,11100000003
2026-04-26,Enabled,Display Remarketing,25.00,USD,18.08,24210,90,11100000004
2026-04-26,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-27,Enabled,Brand Search,40.00,USD,44.82,915,47,11100000001
2026-04-27,Enabled,Shopping - All,120.00,USD,132.08,10332,219,11100000002
2026-04-27,Enabled,Performance Max,85.00,USD,87.00,12217,186,11100000003
2026-04-27,Enabled,Display Remarketing,25.00,USD,26.15,34407,132,11100000004
2026-04-27,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-28,Enabled,Brand Search,40.00,USD,43.66,734,41,11100000001
2026-04-28,Enabled,Shopping - All,120.00,USD,126.58,9772,209,11100000002
2026-04-28,Enabled,Performance Max,85.00,USD,93.60,14183,212,11100000003
2026-04-28,Enabled,Display Remarketing,25.00,USD,27.42,33732,138,11100000004
2026-04-28,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-29,Enabled,Brand Search,40.00,USD,42.54,776,47,11100000001
2026-04-29,Enabled,Shopping - All,120.00,USD,128.97,9759,194,11100000002
2026-04-29,Enabled,Performance Max,85.00,USD,98.47,13540,206,11100000003
2026-04-29,Enabled,Display Remarketing,25.00,USD,27.03,33912,130,11100000004
2026-04-29,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-04-30,Enabled,Brand Search,40.00,USD,42.78,853,44,11100000001
2026-04-30,Enabled,Shopping - All,120.00,USD,128.59,10585,204,11100000002
2026-04-30,Enabled,Performance Max,85.00,USD,85.49,12930,185,11100000003
2026-04-30,Enabled,Display Remarketing,25.00,USD,28.06,34004,124,11100000004
2026-04-30,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-01,Enabled,Brand Search,40.00,USD,41.51,660,38,11100000001
2026-05-01,Enabled,Shopping - All,120.00,USD,125.66,8572,183,11100000002
2026-05-01,Enabled,Performance Max,85.00,USD,89.38,13447,194,11100000003
2026-05-01,Enabled,Display Remarketing,25.00,USD,25.47,30138,115,11100000004
2026-05-01,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-02,Enabled,Brand Search,40.00,USD,33.49,583,34,11100000001
2026-05-02,Enabled,Shopping - All,120.00,USD,97.93,6956,155,11100000002
2026-05-02,Enabled,Performance Max,85.00,USD,60.67,10088,133,11100000003
2026-05-02,Enabled,Display Remarketing,25.00,USD,19.77,23792,94,11100000004
2026-05-02,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-03,Enabled,Brand Search,40.00,USD,29.17,565,32,11100000001
2026-05-03,Enabled,Shopping - All,120.00,USD,95.08,8253,163,11100000002
2026-05-03,Enabled,Performance Max,85.00,USD,65.14,9375,130,11100000003
2026-05-03,Enabled,Display Remarketing,25.00,USD,17.85,22089,91,11100000004
2026-05-03,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-04,Enabled,Brand Search,40.00,USD,45.87,780,44,11100000001
2026-05-04,Enabled,Shopping - All,120.00,USD,122.42,8702,195,11100000002
2026-05-04,Enabled,Performance Max,85.00,USD,82.19,12226,179,11100000003
2026-05-04,Enabled,Display Remarketing,25.00,USD,25.46,28881,116,11100000004
2026-05-04,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-05,Enabled,Brand Search,40.00,USD,42.34,825,44,11100000001
2026-05-05,Enabled,Shopping - All,120.00,USD,125.35,11219,220,11100000002
2026-05-05,Enabled,Performance Max,85.00,USD,83.28,14287,185,11100000003
2026-05-05,Enabled,Display Remarketing,25.00,USD,28.35,33321,125,11100000004
2026-05-05,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-06,Enabled,Brand Search,40.00,USD,44.14,656,40,11100000001
2026-05-06,Enabled,Shopping - All,120.00,USD,140.55,10586,234,11100000002
2026-05-06,Enabled,Performance Max,85.00,USD,84.19,11023,163,11100000003
2026-05-06,Enabled,Display Remarketing,25.00,USD,28.35,30475,131,11100000004
2026-05-06,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-07,Enabled,Brand Search,40.00,USD,46.50,832,49,11100000001
2026-05-07,Enabled,Shopping - All,120.00,USD,139.18,11518,229,11100000002
2026-05-07,Enabled,Performance Max,85.00,USD,94.55,16091,213,11100000003
2026-05-07,Enabled,Display Remarketing,25.00,USD,28.72,33234,128,11100000004
2026-05-07,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-08,Enabled,Brand Search,40.00,USD,43.38,808,45,11100000001
2026-05-08,Enabled,Shopping - All,120.00,USD,139.14,10300,227,11100000002
2026-05-08,Enabled,Performance Max,85.00,USD,86.80,11983,168,11100000003
2026-05-08,Enabled,Display Remarketing,25.00,USD,24.59,26938,116,11100000004
2026-05-08,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-09,Enabled,Brand Search,40.00,USD,31.03,568,31,11100000001
2026-05-09,Enabled,Shopping - All,120.00,USD,99.94,7375,145,11100000002
2026-05-09,Enabled,Performance Max,85.00,USD,65.63,10183,138,11100000003
2026-05-09,Enabled,Display Remarketing,25.00,USD,20.74,23610,96,11100000004
2026-05-09,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-10,Enabled,Brand Search,40.00,USD,33.96,579,31,11100000001
2026-05-10,Enabled,Shopping - All,120.00,USD,95.88,6813,140,11100000002
2026-05-10,Enabled,Performance Max,85.00,USD,68.52,10696,155,11100000003
2026-05-10,Enabled,Display Remarketing,25.00,USD,21.30,25422,102,11100000004
2026-05-10,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-11,Enabled,Brand Search,40.00,USD,46.68,797,42,11100000001
2026-05-11,Enabled,Shopping - All,120.00,USD,133.06,10621,208,11100000002
2026-05-11,Enabled,Performance Max,85.00,USD,89.53,13354,186,11100000003
2026-05-11,Enabled,Display Remarketing,25.00,USD,28.50,31585,128,11100000004
2026-05-11,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-12,Enabled,Brand Search,40.00,USD,42.67,833,43,11100000001
2026-05-12,Enabled,Shopping - All,120.00,USD,124.68,9994,214,11100000002
2026-05-12,Enabled,Performance Max,85.00,USD,92.15,13088,183,11100000003
2026-05-12,Enabled,Display Remarketing,25.00,USD,29.63,38367,145,11100000004
2026-05-12,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-13,Enabled,Brand Search,40.00,USD,41.94,698,40,11100000001
2026-05-13,Enabled,Shopping - All,120.00,USD,132.39,11021,219,11100000002
2026-05-13,Enabled,Performance Max,85.00,USD,83.81,14003,182,11100000003
2026-05-13,Enabled,Display Remarketing,25.00,USD,27.36,28562,119,11100000004
2026-05-13,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-14,Enabled,Brand Search,40.00,USD,39.20,729,37,11100000001
2026-05-14,Enabled,Shopping - All,120.00,USD,133.13,11183,222,11100000002
2026-05-14,Enabled,Performance Max,85.00,USD,99.80,15569,213,11100000003
2026-05-14,Enabled,Display Remarketing,25.00,USD,27.83,35165,138,11100000004
2026-05-14,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-15,Enabled,Brand Search,40.00,USD,45.06,789,42,11100000001
2026-05-15,Enabled,Shopping - All,120.00,USD,129.41,9641,220,11100000002
2026-05-15,Enabled,Performance Max,85.00,USD,86.61,12357,164,11100000003
2026-05-15,Enabled,Display Remarketing,25.00,USD,29.41,35056,144,11100000004
2026-05-15,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-16,Enabled,Brand Search,40.00,USD,33.36,644,35,11100000001
2026-05-16,Enabled,Shopping - All,120.00,USD,89.57,6516,139,11100000002
2026-05-16,Enabled,Performance Max,85.00,USD,64.24,9696,132,11100000003
2026-05-16,Enabled,Display Remarketing,25.00,USD,21.28,23311,92,11100000004
2026-05-16,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-17,Enabled,Brand Search,40.00,USD,28.54,502,26,11100000001
2026-05-17,Enabled,Shopping - All,120.00,USD,95.59,7867,167,11100000002
2026-05-17,Enabled,Performance Max,85.00,USD,60.31,8947,123,11100000003
2026-05-17,Enabled,Display Remarketing,25.00,USD,21.32,27614,111,11100000004
2026-05-17,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-18,Enabled,Brand Search,40.00,USD,42.91,730,39,11100000001
2026-05-18,Enabled,Shopping - All,120.00,USD,123.53,7956,185,11100000002
2026-05-18,Enabled,Performance Max,85.00,USD,83.69,11950,181,11100000003
2026-05-18,Enabled,Display Remarketing,25.00,USD,29.81,34902,130,11100000004
2026-05-18,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-19,Enabled,Brand Search,40.00,USD,40.51,702,37,11100000001
2026-05-19,Enabled,Shopping - All,120.00,USD,124.46,9375,210,11100000002
2026-05-19,Enabled,Performance Max,85.00,USD,84.63,13853,186,11100000003
2026-05-19,Enabled,Display Remarketing,25.00,USD,29.24,33465,146,11100000004
2026-05-19,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-20,Enabled,Brand Search,40.00,USD,44.88,848,47,11100000001
2026-05-20,Enabled,Shopping - All,120.00,USD,142.54,11397,219,11100000002
2026-05-20,Enabled,Performance Max,85.00,USD,97.01,11738,182,11100000003
2026-05-20,Enabled,Display Remarketing,25.00,USD,28.17,32745,143,11100000004
2026-05-20,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-21,Enabled,Brand Search,40.00,USD,42.19,747,44,11100000001
2026-05-21,Enabled,Shopping - All,120.00,USD,140.86,9858,227,11100000002
2026-05-21,Enabled,Performance Max,85.00,USD,90.69,13546,192,11100000003
2026-05-21,Enabled,Display Remarketing,25.00,USD,28.35,33109,125,11100000004
2026-05-21,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-22,Enabled,Brand Search,40.00,USD,42.69,821,44,11100000001
2026-05-22,Enabled,Shopping - All,120.00,USD,129.50,10270,204,11100000002
2026-05-22,Enabled,Performance Max,85.00,USD,101.45,16141,223,11100000003
2026-05-22,Enabled,Display Remarketing,25.00,USD,26.30,31202,114,11100000004
2026-05-22,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-23,Enabled,Brand Search,40.00,USD,32.90,615,35,11100000001
2026-05-23,Enabled,Shopping - All,120.00,USD,96.89,8682,171,11100000002
2026-05-23,Enabled,Performance Max,85.00,USD,68.56,9646,137,11100000003
2026-05-23,Enabled,Display Remarketing,25.00,USD,21.29,25665,99,11100000004
2026-05-23,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-24,Enabled,Brand Search,40.00,USD,32.31,675,35,11100000001
2026-05-24,Enabled,Shopping - All,120.00,USD,90.94,5988,132,11100000002
2026-05-24,Enabled,Performance Max,85.00,USD,66.27,10632,140,11100000003
2026-05-24,Enabled,Display Remarketing,25.00,USD,21.31,24533,92,11100000004
2026-05-24,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-25,Enabled,Brand Search,40.00,USD,46.76,922,50,11100000001
2026-05-25,Enabled,Shopping - All,120.00,USD,126.22,11018,218,11100000002
2026-05-25,Enabled,Performance Max,85.00,USD,97.01,15164,219,11100000003
2026-05-25,Enabled,Display Remarketing,25.00,USD,25.27,32314,122,11100000004
2026-05-25,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-26,Enabled,Brand Search,40.00,USD,41.49,869,44,11100000001
2026-05-26,Enabled,Shopping - All,120.00,USD,125.34,10158,206,11100000002
2026-05-26,Enabled,Performance Max,85.00,USD,93.07,12430,183,11100000003
2026-05-26,Enabled,Display Remarketing,25.00,USD,28.93,36206,146,11100000004
2026-05-26,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
